accuracy,loss,precision_8,recall_8,val_accuracy,val_loss,val_precision_8,val_recall_8,learning_rate
0.7284571528434753,1.1149091720581055,0.4535260498523712,0.41561999917030334,0.7621333599090576,0.44934436678886414,0.5942028760910034,0.08932461589574814,0.0010000000474974513
0.744857132434845,0.5346939563751221,0.48798882961273193,0.398949533700943,0.746399998664856,0.5467936992645264,0.45045045018196106,0.16339869797229767,0.0010000000474974513
0.7489714026451111,0.5418612957000732,0.4979780614376068,0.39369720220565796,0.7597333192825317,0.4098831117153168,0.5620437860488892,0.08387799561023712,0.0010000000474974513
0.7583428621292114,0.4378904402256012,0.5232774615287781,0.3850194215774536,0.7688000202178955,0.42452695965766907,0.537010133266449,0.40305009484291077,0.0010000000474974513
0.7649714350700378,0.417489618062973,0.5409230589866638,0.40146151185035706,0.7754666805267334,0.4722111225128174,0.561093270778656,0.38017427921295166,0.0010000000474974513
0.7702857255935669,0.40567755699157715,0.5536943078041077,0.4226992428302765,0.7864000201225281,0.40131011605262756,0.6308724880218506,0.30718955397605896,0.0010000000474974513
0.7680000066757202,0.4155806303024292,0.5484361052513123,0.41242292523384094,0.7845333218574524,0.41118094325065613,0.6238738894462585,0.30174291133880615,0.0010000000474974513
0.7764571309089661,0.4007387161254883,0.5685756206512451,0.4421100616455078,0.7864000201225281,0.4358755648136139,0.60502690076828,0.36710238456726074,0.0010000000474974513
0.7841143012046814,0.394506573677063,0.5881490111351013,0.4578670859336853,0.776533305644989,0.4062020778656006,0.6538461446762085,0.18518517911434174,0.0010000000474974513
0.7926856875419617,0.3884214460849762,0.6080575585365295,0.48253026604652405,0.7469333410263062,1.2171319723129272,0.4806492030620575,0.4193899929523468,0.0010000000474974513
0.7832000255584717,0.3980216383934021,0.5851032733917236,0.459237277507782,0.4541333317756653,401.77886962890625,0.28865593671798706,0.8398692607879639,0.0010000000474974513
0.7881714105606079,0.3949742615222931,0.5962199568748474,0.4754510223865509,0.7909333109855652,0.424405574798584,0.6437768340110779,0.32679739594459534,0.0010000000474974513
0.7983428835868835,0.38031473755836487,0.6208760142326355,0.49851563572883606,0.76746666431427,0.46748441457748413,0.5276442170143127,0.47821351885795593,0.0010000000474974513
0.8019999861717224,0.3748377859592438,0.6281548142433167,0.5115323066711426,0.8112000226974487,0.37337014079093933,0.651296854019165,0.4923747181892395,0.0010000000474974513
0.8061714172363281,0.37471434473991394,0.6381192207336426,0.5206668376922607,0.8047999739646912,0.3771650791168213,0.5966736078262329,0.6252723336219788,0.0010000000474974513
0.8127999901771545,0.3662731349468231,0.6515526175498962,0.5414478182792664,0.8066666722297668,0.37864089012145996,0.6486902832984924,0.45860567688941956,0.0010000000474974513
0.8235999941825867,0.35229483246803284,0.6747835278511047,0.5695364475250244,0.8197333216667175,0.3721366822719574,0.6805970072746277,0.49673202633857727,0.0010000000474974513
0.8298285603523254,0.34378477931022644,0.6884584426879883,0.5843799710273743,0.8114666938781738,0.374935507774353,0.6007640957832336,0.6851851940155029,0.0010000000474974513
0.8352000117301941,0.3357585072517395,0.6995994448661804,0.598310112953186,0.8053333163261414,7.493321895599365,0.666077733039856,0.41067537665367126,0.0010000000474974513
0.8302857279777527,0.3478708863258362,0.687217652797699,0.5905457735061646,0.8106666803359985,0.3836437165737152,0.6354166865348816,0.5315904021263123,0.0010000000474974513
0.8330857157707214,0.3372015953063965,0.6936769485473633,0.596254825592041,0.8149333596229553,0.3698139786720276,0.6290322542190552,0.5947712659835815,0.0010000000474974513
0.8461142778396606,0.3175567388534546,0.7191887497901917,0.6316510438919067,0.8223999738693237,0.36158350110054016,0.6458333134651184,0.6078431606292725,0.0010000000474974513
0.8554285764694214,0.30261895060539246,0.7363845705986023,0.6576843857765198,0.8234666585922241,0.3743191957473755,0.6921921968460083,0.5021786689758301,0.0010000000474974513
0.8629714250564575,0.29121914505958557,0.7501894235610962,0.6782370209693909,0.816266655921936,0.406328022480011,0.6512549519538879,0.5370370149612427,0.0010000000474974513
0.8751999735832214,0.2713024318218231,0.7719950675964355,0.711349606513977,0.8338666558265686,0.36217594146728516,0.6701268553733826,0.6328976154327393,0.0010000000474974513
0.8880000114440918,0.24900878965854645,0.7955045104026794,0.7435487508773804,0.8223999738693237,0.40341514348983765,0.7093023061752319,0.465141624212265,0.0010000000474974513
0.8998285531997681,0.2269551157951355,0.8174564838409424,0.7720940709114075,0.8250666856765747,0.4150571823120117,0.705974817276001,0.4891067445278168,0.0010000000474974513
0.9114857316017151,0.20455563068389893,0.8394913673400879,0.7990408539772034,0.8248000144958496,0.43054136633872986,0.6275659799575806,0.6993464231491089,0.0010000000474974513
0.9262857437133789,0.17557859420776367,0.8669517636299133,0.8332952857017517,0.8245333433151245,0.49974772334098816,0.718120813369751,0.46623092889785767,0.0010000000474974513
0.9382857084274292,0.15225623548030853,0.8909693956375122,0.8584151864051819,0.8216000199317932,0.4753638803958893,0.6212268471717834,0.6949890851974487,0.0010000000474974513
0.9497143030166626,0.1264525055885315,0.9075238704681396,0.8897008299827576,0.8303999900817871,0.48419713973999023,0.648421049118042,0.671023964881897,0.0010000000474974513
0.951371431350708,0.12215319275856018,0.9087117910385132,0.8956382870674133,0.8303999900817871,0.5010062456130981,0.6404382586479187,0.7004357576370239,0.0010000000474974513
0.9616571664810181,0.1004539281129837,0.9281755089759827,0.9177894592285156,0.8320000171661377,0.5537771582603455,0.6702127456665039,0.6176470518112183,0.0010000000474974513
0.9665714502334595,0.08643629401922226,0.9381062388420105,0.9276090264320374,0.8352000117301941,0.5547459721565247,0.6789976358413696,0.6198257207870483,0.0010000000474974513
0.9671428799629211,0.08152609318494797,0.9400740265846252,0.9278374314308167,0.8357333540916443,0.5708546042442322,0.6613247990608215,0.6742919683456421,0.0010000000474974513
0.9721142649650574,0.07271216809749603,0.9483752250671387,0.9397122859954834,0.8237333297729492,0.5768879652023315,0.6475315690040588,0.6143791079521179,0.0010000000474974513
0.9765714406967163,0.06517975777387619,0.954639196395874,0.9515871405601501,0.8295999765396118,0.6017118692398071,0.6759142279624939,0.5838779807090759,0.0010000000474974513
0.9775428771972656,0.06176100671291351,0.954815149307251,0.9554693102836609,0.8223999738693237,0.6848607063293457,0.6127012372016907,0.7461873888969421,0.0010000000474974513
0.9765714406967163,0.0623476579785347,0.9538074731826782,0.952500581741333,0.8288000226020813,0.685594916343689,0.6869918704032898,0.5522875785827637,0.0010000000474974513
0.9787999987602234,0.059394292533397675,0.9598439931869507,0.9552409052848816,0.8213333487510681,0.7798958420753479,0.625,0.6753812432289124,0.0010000000474974513
