filename,prob_y0,prob_y1,true_label,pred_label
b6f492700535.png,0.99999356,6.431176e-06,0,0
3377f52ba41a.png,0.99999785,2.1348446e-06,0,0
9dca9b12425f.png,0.0013906956,0.9986093,1,1
d36799d98730.png,0.9984405,0.001559498,0,0
601890920c0b.png,1.0,5.7133565e-09,0,0
79df8933d7a0.png,0.9999999,1.2067171e-07,0,0
438f170acbf3.png,0.9344085,0.06559154,0,0
0a7f8f30ee91.png,0.9999997,3.2656763e-07,0,0
34113eab49f1.png,1.0,7.436659e-12,0,0
08a42fcd9bdc.png,0.89291155,0.10708847,0,0
28b304a032d8.png,0.99999815,1.8484004e-06,0,0
233962dfdf30.png,0.99999917,8.4299074e-07,0,0
1351ab8f9ebb.png,0.99995697,4.301877e-05,0,0
66bac827ac7b.png,0.999442,0.000558009,0,0
aa0e6a240c3c.png,0.9998004,0.00019959395,0,0
225a71e696f2.png,1.0,2.3270654e-12,0,0
1a3c9b6a3509.png,0.99958247,0.00041753164,0,0
45efb67f2a29.png,0.9998173,0.00018269486,0,0
b67e4948a311.png,1.0,3.789493e-10,0,0
c633aa073349.png,0.9551325,0.044867516,0,0
4a49357ec3c8.png,0.022977352,0.97702265,1,1
c510345644df.png,0.9998488,0.00015122797,0,0
9b3bc745e4b5.png,0.98797506,0.012024917,0,0
187996654e54.png,0.9937156,0.006284433,0,0
9b748ed458a2.png,0.9999062,9.379981e-05,0,0
53f57d5c519e.png,0.001226604,0.9987734,1,1
e6a768965815.png,0.99782676,0.0021732727,0,0
07cd9aebe49e.png,0.000121712685,0.9998783,1,1
3d67e1080239.png,0.9997503,0.0002496999,0,0
2940146209ca.png,0.99999875,1.2645918e-06,0,0
1444a7936221.png,0.9602272,0.039772782,0,0
4dd445fbf673.png,7.2717667e-06,0.9999927,1,1
8ff44b34a483.png,0.005548775,0.9944512,1,1
a8892a6014de.png,0.59784114,0.40215886,0,0
351ae1ad92b3.png,0.99999994,3.7068066e-08,0,0
4d85621877d2.png,0.99986106,0.0001389662,0,0
b08e70c445c1.png,0.9999691,3.088332e-05,0,0
5f4f79624c81.png,0.9983435,0.0016564525,0,0
b22c2f3488c5.png,0.9999982,1.8153221e-06,0,0
520ae042701e.png,0.99999607,3.9107094e-06,0,0
b287acc48c38.png,0.00029307604,0.9997069,1,1
b8d3e5fb1af6.png,0.00020706654,0.99979293,0,1
3eec2522ccc5.png,0.999996,3.9811034e-06,0,0
f99f78d95428.png,1.0,4.14981e-09,0,0
2c28cbaa0fd9.png,0.75347996,0.24652001,0,0
6da535def693.png,0.99978614,0.00021386042,0,0
7ed683dd4fdf.png,0.00061023235,0.99938977,1,1
c319b86ee88c.png,3.33786e-05,0.9999666,1,1
cab2761f44d7.png,0.06583732,0.9341627,1,1
1d512fb95065.png,0.99560887,0.004391129,0,0
bdcb3caa1087.png,1.0,2.4458148e-12,0,0
93bb45252a29.png,0.0054769516,0.99452305,0,1
4f1589a7c5dd.png,0.9997406,0.0002593703,0,0
21537cbfa0c7.png,0.9999237,7.627219e-05,0,0
92ce52252828.png,0.09124082,0.9087592,1,1
0f56cdb7ef5a.png,0.00010251999,0.9998975,1,1
10cbc882cd4f.png,1.0,1.0724258e-08,0,0
009a776aa955.png,1.0,1.0160323e-08,0,0
dd0fb61c36e3.png,0.22496498,0.775035,0,1
cfacae7d91a8.png,2.7418137e-06,0.99999726,1,1
a659a4606729.png,1.0,2.2827633e-10,0,0
6ff45a901083.png,0.9913532,0.008646781,0,0
5a9e3a401085.png,0.99998444,1.555272e-05,0,0
ff38a069fa2b.png,0.988558,0.011442019,0,0
5ccabd776ac3.png,1.0,1.4958633e-09,0,0
12bcf4b1d59e.png,0.0023227334,0.99767727,1,1
5996c9b5c0c1.png,0.9999995,4.6869835e-07,0,0
d626a26d7739.png,1.0,8.1639435e-12,0,0
bca17e0d0fd8.png,1.0,2.400275e-12,0,0
3b83de72e986.png,0.03651887,0.9634811,1,1
f77184c525df.png,0.9480177,0.051982302,0,0
0b6b03e90d45.png,1.0,1.7052626e-13,0,0
febfab249959.png,0.9953522,0.004647818,0,0
4d429ea1bef2.png,0.43644965,0.56355035,0,1
d48e0fcbdb72.png,1.0,7.1394545e-13,0,0
2bdad347bdec.png,0.9999938,6.22611e-06,0,0
8ea0614a5046.png,2.9802322e-05,0.9999702,1,1
2821e1c92c4e.png,0.9999027,9.729356e-05,0,0
85cb6b5ab214.png,0.0011609197,0.9988391,1,1
c9aa36a7fcd6.png,0.9995585,0.00044148794,0,0
405481d62dcc.png,0.9999996,4.208242e-07,0,0
e776d3879ad2.png,0.0050495863,0.9949504,1,1
a92aaed06a1c.png,1.0,1.0211652e-08,0,0
79afca710ea3.png,0.00043445826,0.99956554,1,1
6bee23e5bc26.png,1.0,2.815788e-11,0,0
ecf09fb08c60.png,0.9454295,0.054570474,0,0
77096a2d7a70.png,1.0,2.3359373e-08,0,0
9a8b2263b495.png,0.9950469,0.004953069,0,0
c334b086f95f.png,0.6940987,0.30590126,1,0
170a285f5f14.png,0.9974893,0.0025107085,0,0
e659559aecdb.png,0.9999966,3.3884332e-06,0,0
b5fa6e8978db.png,1.0,1.0621521e-11,0,0
3f23b2ebd6e5.png,0.995796,0.00420397,0,0
0f0e41bb644b.png,0.99806756,0.0019324337,0,0
0e138637a132.png,0.99977964,0.00022037553,0,0
92a4de9ed44f.png,0.9997056,0.00029438487,0,0
dc99e7a4aefa.png,0.005046785,0.9949532,1,1
23739689bcd4.png,0.9999956,4.4368876e-06,0,0
c477a4aaef3c.png,0.9914584,0.008541588,0,0
1a2d713d79d0.png,1.0,2.324497e-12,0,0
84485244e007.png,0.9999989,1.0983581e-06,0,0
e270bbfa1a19.png,0.008300662,0.99169934,1,1
cc80416ea6aa.png,1.0,2.4736173e-11,0,0
ac16a0f97013.png,0.9999931,6.915584e-06,0,0
388cb4c01545.png,0.00084745884,0.99915254,1,1
d0ac14dcef9f.png,1.0,8.206686e-09,0,0
c780d4f889f2.png,0.99999857,1.4218698e-06,0,0
813d00ddce65.png,0.99918735,0.0008126306,0,0
9c687342e303.png,0.99909717,0.00090284564,0,0
9c884c42f693.png,0.9999629,3.7066577e-05,0,0
05c4301d273a.png,0.99979997,0.00020003312,0,0
