filename,prob_y0,prob_y1,true_label,pred_label
b6f492700535.png,0.9999997,3.1707125e-07,0,0
3377f52ba41a.png,0.9999582,4.1797546e-05,0,0
9dca9b12425f.png,0.0011464357,0.99885356,1,1
d36799d98730.png,0.25178164,0.74821836,0,1
601890920c0b.png,1.0,4.3636113e-13,0,0
79df8933d7a0.png,0.999996,3.980405e-06,0,0
438f170acbf3.png,0.99845505,0.001544944,0,0
0a7f8f30ee91.png,1.0,6.790601e-10,0,0
34113eab49f1.png,1.0,7.624447e-13,0,0
08a42fcd9bdc.png,0.99518514,0.0048148637,0,0
28b304a032d8.png,0.99999785,2.1669357e-06,0,0
233962dfdf30.png,1.0,1.7206315e-09,0,0
1351ab8f9ebb.png,0.999997,2.969985e-06,0,0
66bac827ac7b.png,0.99999994,5.566891e-08,0,0
aa0e6a240c3c.png,0.20689327,0.79310673,0,1
225a71e696f2.png,1.0,7.7525866e-16,0,0
1a3c9b6a3509.png,1.0,2.125649e-09,0,0
45efb67f2a29.png,0.999969,3.0990206e-05,0,0
b67e4948a311.png,1.0,5.8108907e-10,0,0
c633aa073349.png,0.98133874,0.01866123,0,0
4a49357ec3c8.png,0.015220046,0.98477995,1,1
c510345644df.png,0.99971217,0.00028782853,0,0
9b3bc745e4b5.png,0.99998826,1.173438e-05,0,0
187996654e54.png,0.999949,5.1011204e-05,0,0
9b748ed458a2.png,0.99999833,1.6604515e-06,0,0
53f57d5c519e.png,0.022646189,0.9773538,1,1
e6a768965815.png,0.9999582,4.1779058e-05,0,0
07cd9aebe49e.png,6.651878e-05,0.9999335,1,1
3d67e1080239.png,0.993614,0.006385958,0,0
2940146209ca.png,0.976807,0.023193013,0,0
1444a7936221.png,0.99749607,0.002503936,0,0
4dd445fbf673.png,0.008983672,0.9910163,1,1
8ff44b34a483.png,0.048921347,0.95107865,1,1
a8892a6014de.png,0.9996748,0.00032521624,0,0
351ae1ad92b3.png,0.9931302,0.006869775,0,0
4d85621877d2.png,0.9078778,0.09212221,0,0
b08e70c445c1.png,0.99995655,4.3439253e-05,0,0
5f4f79624c81.png,0.9999994,5.986595e-07,0,0
b22c2f3488c5.png,0.9999072,9.280477e-05,0,0
520ae042701e.png,1.0,3.2973857e-16,0,0
b287acc48c38.png,0.00066012144,0.9993399,1,1
b8d3e5fb1af6.png,0.7686853,0.23131472,0,0
3eec2522ccc5.png,0.9995579,0.0004421139,0,0
f99f78d95428.png,0.99999994,7.933938e-08,0,0
2c28cbaa0fd9.png,0.8809791,0.11902089,0,0
6da535def693.png,0.9999803,1.9719584e-05,0,0
7ed683dd4fdf.png,9.179115e-06,0.9999908,1,1
c319b86ee88c.png,0.0009557605,0.99904424,1,1
cab2761f44d7.png,8.106232e-06,0.9999919,1,1
1d512fb95065.png,0.9988774,0.001122584,0,0
bdcb3caa1087.png,1.0,2.0042839e-13,0,0
93bb45252a29.png,0.9999388,6.1231556e-05,0,0
4f1589a7c5dd.png,0.37271446,0.62728554,0,1
21537cbfa0c7.png,0.9999919,8.134299e-06,0,0
92ce52252828.png,0.43625993,0.5637401,1,1
0f56cdb7ef5a.png,5.9604645e-07,0.9999994,1,1
10cbc882cd4f.png,0.9999886,1.1371977e-05,0,0
009a776aa955.png,0.9999999,1.1215481e-07,0,0
dd0fb61c36e3.png,0.9424986,0.057501394,0,0
cfacae7d91a8.png,0.0009794235,0.9990206,1,1
a659a4606729.png,1.0,3.879782e-09,0,0
6ff45a901083.png,0.99594486,0.004055125,0,0
5a9e3a401085.png,0.98897994,0.011020087,0,0
ff38a069fa2b.png,0.98579395,0.014206049,0,0
5ccabd776ac3.png,0.99999994,3.5922874e-08,0,0
12bcf4b1d59e.png,0.108641505,0.8913585,1,1
5996c9b5c0c1.png,1.0,1.4105934e-09,0,0
d626a26d7739.png,1.0,1.0638608e-12,0,0
bca17e0d0fd8.png,1.0,3.2919745e-09,0,0
3b83de72e986.png,0.0015022755,0.9984977,1,1
f77184c525df.png,0.82651573,0.17348427,0,0
0b6b03e90d45.png,1.0,3.4329112e-10,0,0
febfab249959.png,0.9993631,0.0006368546,0,0
4d429ea1bef2.png,0.99884456,0.0011554104,0,0
d48e0fcbdb72.png,1.0,1.4983055e-08,0,0
2bdad347bdec.png,0.9999035,9.652267e-05,0,0
8ea0614a5046.png,4.2915344e-06,0.9999957,1,1
2821e1c92c4e.png,0.99999994,5.1188632e-08,0,0
85cb6b5ab214.png,0.03981644,0.96018356,1,1
c9aa36a7fcd6.png,0.96668416,0.03331583,0,0
405481d62dcc.png,0.9999999,1.1792212e-07,0,0
e776d3879ad2.png,8.749962e-05,0.9999125,1,1
a92aaed06a1c.png,0.97902054,0.02097944,0,0
79afca710ea3.png,0.00028294325,0.99971706,1,1
6bee23e5bc26.png,1.0,1.157246e-09,0,0
ecf09fb08c60.png,0.9984083,0.0015916676,0,0
77096a2d7a70.png,0.9999993,6.9492285e-07,0,0
9a8b2263b495.png,0.84194463,0.15805537,0,0
c334b086f95f.png,0.9102652,0.08973478,1,0
170a285f5f14.png,0.99470615,0.0052938587,0,0
e659559aecdb.png,0.9678966,0.03210342,0,0
b5fa6e8978db.png,1.0,9.576305e-13,0,0
3f23b2ebd6e5.png,0.9980207,0.001979291,0,0
0f0e41bb644b.png,0.99998105,1.8931809e-05,0,0
0e138637a132.png,0.99999994,4.248311e-08,0,0
92a4de9ed44f.png,1.0,2.1552747e-10,0,0
dc99e7a4aefa.png,0.124350786,0.8756492,1,1
