filename,prob_y0,prob_y1,true_label,pred_label
b6f492700535.png,0.99128056,0.008719417,0,0
3377f52ba41a.png,0.9999988,1.187658e-06,0,0
9dca9b12425f.png,0.35339928,0.6466007,1,1
d36799d98730.png,0.97994256,0.02005745,0,0
601890920c0b.png,1.0,1.6207481e-10,0,0
79df8933d7a0.png,0.99997157,2.8457738e-05,0,0
438f170acbf3.png,0.66055256,0.33944744,0,0
0a7f8f30ee91.png,0.9999955,4.447695e-06,0,0
34113eab49f1.png,0.999987,1.3016684e-05,0,0
08a42fcd9bdc.png,0.9977852,0.0022148,0,0
28b304a032d8.png,0.99991995,8.0076396e-05,0,0
233962dfdf30.png,0.99999994,4.720829e-08,0,0
1351ab8f9ebb.png,0.94857997,0.051420055,0,0
66bac827ac7b.png,0.9998877,0.000112304864,0,0
aa0e6a240c3c.png,0.8638382,0.13616183,0,0
225a71e696f2.png,1.0,8.300922e-09,0,0
1a3c9b6a3509.png,0.999954,4.601093e-05,0,0
45efb67f2a29.png,0.9999673,3.274096e-05,0,0
b67e4948a311.png,1.0,1.5637154e-09,0,0
c633aa073349.png,0.9562308,0.043769196,0,0
4a49357ec3c8.png,0.003501296,0.9964987,1,1
c510345644df.png,0.9928336,0.007166384,0,0
9b3bc745e4b5.png,0.9999372,6.279434e-05,0,0
187996654e54.png,0.99964136,0.00035865864,0,0
9b748ed458a2.png,0.99974966,0.00025031608,0,0
53f57d5c519e.png,0.009677947,0.99032205,1,1
e6a768965815.png,0.99280226,0.0071977424,0,0
07cd9aebe49e.png,0.0010145307,0.99898547,1,1
3d67e1080239.png,0.99975383,0.0002461732,0,0
2940146209ca.png,0.9138303,0.08616969,0,0
1444a7936221.png,0.9993248,0.000675229,0,0
4dd445fbf673.png,0.03795564,0.96204436,1,1
8ff44b34a483.png,0.007928193,0.9920718,1,1
a8892a6014de.png,0.98813,0.011870022,0,0
351ae1ad92b3.png,0.9999999,1.0200268e-07,0,0
4d85621877d2.png,0.7961192,0.20388079,0,0
b08e70c445c1.png,0.9991375,0.0008624947,0,0
5f4f79624c81.png,0.99117434,0.008825667,0,0
b22c2f3488c5.png,0.9999938,6.220573e-06,0,0
520ae042701e.png,0.9999995,4.4723458e-07,0,0
b287acc48c38.png,0.060406327,0.9395937,1,1
b8d3e5fb1af6.png,0.14829588,0.8517041,0,1
3eec2522ccc5.png,0.9999975,2.4787423e-06,0,0
f99f78d95428.png,0.9998873,0.00011271448,0,0
2c28cbaa0fd9.png,0.7641084,0.23589157,0,0
6da535def693.png,0.97118884,0.028811174,0,0
7ed683dd4fdf.png,0.006740153,0.99325985,1,1
c319b86ee88c.png,0.00029021502,0.9997098,1,1
cab2761f44d7.png,0.4433763,0.5566237,1,1
1d512fb95065.png,0.983267,0.016732987,0,0
bdcb3caa1087.png,0.9999994,6.187023e-07,0,0
93bb45252a29.png,0.8732692,0.12673077,0,0
4f1589a7c5dd.png,0.9300227,0.06997727,0,0
21537cbfa0c7.png,0.99999267,7.3307788e-06,0,0
92ce52252828.png,0.3710736,0.6289264,1,1
0f56cdb7ef5a.png,0.08792591,0.9120741,1,1
10cbc882cd4f.png,0.99999505,4.9479336e-06,0,0
009a776aa955.png,0.999995,4.9984246e-06,0,0
dd0fb61c36e3.png,0.9606799,0.039320134,0,0
cfacae7d91a8.png,0.00019013882,0.99980986,1,1
a659a4606729.png,0.999996,4.019263e-06,0,0
6ff45a901083.png,0.55619794,0.44380206,0,0
5a9e3a401085.png,0.9999784,2.1550695e-05,0,0
ff38a069fa2b.png,0.99905396,0.0009460196,0,0
5ccabd776ac3.png,0.9999257,7.435324e-05,0,0
12bcf4b1d59e.png,0.093239605,0.9067604,1,1
5996c9b5c0c1.png,0.9998631,0.00013691814,0,0
d626a26d7739.png,0.99999654,3.4534294e-06,0,0
